"ass.name","study","biome","latitude","longitude","abs_latitude"
"100_606491","100","Temperate_Northern_Atlantic",51.14146338627,-3.0113233518722,51.14146338627
"112_2657775","112","Temperate_Northern_Atlantic",26.6466987601592,-93.351383367054,26.6466987601592
"112_2657778","112","Temperate_Northern_Atlantic",26.7575076286184,-93.086550615093,26.7575076286184
"112_2657779","112","Temperate_Northern_Atlantic",26.794317212055,-92.9982000298069,26.794317212055
"112_2657780","112","Temperate_Northern_Atlantic",26.8310632387063,-92.9098130902525,26.8310632387063
"112_2657781","112","Temperate_Northern_Atlantic",26.8677455868883,-92.8213898852404,26.8677455868883
"112_2657782","112","Temperate_Northern_Atlantic",26.9043641353011,-92.7329305042368,26.9043641353011
"112_2657783","112","Temperate_Northern_Atlantic",26.9409187630301,-92.6444350373641,26.9409187630301
"112_2657785","112","Temperate_Northern_Atlantic",27.0138357747175,-92.4673362097845,27.0138357747175
"112_2657786","112","Temperate_Northern_Atlantic",27.0501979187906,-92.3787330326078,27.0501979187906
"112_2657787","112","Temperate_Northern_Atlantic",27.0864956624125,-92.2900941366233,27.0864956624125
"112_2657788","112","Temperate_Northern_Atlantic",27.1227288866227,-92.2014196152419,27.1227288866227
"112_2657789","112","Temperate_Northern_Atlantic",27.158897472856,-92.1127095625341,27.158897472856
"112_2657790","112","Temperate_Northern_Atlantic",27.195001302945,-92.0239640732297,27.195001302945
"112_2657792","112","Temperate_Northern_Atlantic",27.2670142240181,-91.8463671670524,27.2670142240181
"112_2657793","112","Temperate_Northern_Atlantic",27.3029230806698,-91.7575159429419,27.3029230806698
"112_2657794","112","Temperate_Northern_Atlantic",27.3387667125161,-91.6686296677607,27.3387667125161
"112_2657796","112","Temperate_Northern_Atlantic",27.4102578375806,-91.4907523569877,27.4102578375806
"112_2657798","112","Temperate_Northern_Atlantic",27.4814866748739,-91.3127360269607,27.4814866748739
"112_2657802","112","Temperate_Northern_Atlantic",27.6231538217178,-90.9562895310871,27.6231538217178
"112_2657813","112","Temperate_Northern_Atlantic",28.0072509914593,-89.9732650912086,28.0072509914593
"112_2657835","112","Temperate_Northern_Atlantic",28.7508154647732,-87.9954051923154,28.7508154647732
"112_2657926","112","Temperate_Northern_Atlantic",31.457794288003,-79.6748757810474,31.457794288003
"112_2658502","112","Temperate_Northern_Atlantic",26.4737325151744,-93.5285165373336,26.4737325151744
"112_2658504","112","Temperate_Northern_Atlantic",26.5478823300876,-93.3522822557087,26.5478823300876
"112_2658506","112","Temperate_Northern_Atlantic",26.6217793387544,-93.1759025642038,26.6217793387544
"112_2658508","112","Temperate_Northern_Atlantic",26.6954225576846,-92.9993781679942,26.6954225576846
"112_2658510","112","Temperate_Northern_Atlantic",26.7688110095321,-92.8227097826967,26.7688110095321
"112_2658511","112","Temperate_Northern_Atlantic",26.8054093940726,-92.7343218206298,26.8054093940726
"112_2658512","112","Temperate_Northern_Atlantic",26.8419437231494,-92.6458981343879,26.8419437231494
"112_2658513","112","Temperate_Northern_Atlantic",26.8784138763465,-92.5574388163678,26.8784138763465
"112_2658515","112","Temperate_Northern_Atlantic",26.9511611754117,-92.3804136578608,26.9511611754117
"112_2658516","112","Temperate_Northern_Atlantic",26.987438082426,-92.2918480054493,26.987438082426
"112_2658517","112","Temperate_Northern_Atlantic",27.0236503358571,-92.2032470974111,27.0236503358571
"112_2658518","112","Temperate_Northern_Atlantic",27.0597978172772,-92.1146110294275,27.0597978172772
"112_2658519","112","Temperate_Northern_Atlantic",27.0958804086618,-92.025939897838,27.0958804086618
"112_2658520","112","Temperate_Northern_Atlantic",27.1318979923903,-91.9372337996406,27.1318979923903
"112_2658521","112","Temperate_Northern_Atlantic",27.1678504512487,-91.8484928324925,27.1678504512487
"112_2658522","112","Temperate_Northern_Atlantic",27.2037376684304,-91.75971709471,27.2037376684304
"112_2658523","112","Temperate_Northern_Atlantic",27.2395595275387,-91.6709066852693,27.2395595275387
"112_2658524","112","Temperate_Northern_Atlantic",27.2753159125876,-91.5820617038068,27.2753159125876
"112_2658525","112","Temperate_Northern_Atlantic",27.3110067080042,-91.493182250619,27.3110067080042
"112_2658529","112","Temperate_Northern_Atlantic",27.4531116964293,-91.1373217496783,27.4531116964293
"112_2658532","112","Temperate_Northern_Atlantic",27.5589961455423,-90.8700694337281,27.5589961455423
"112_2658536","112","Temperate_Northern_Atlantic",27.6992439061809,-90.5132624783867,27.6992439061809
"112_2658554","112","Temperate_Northern_Atlantic",28.3170040193698,-88.9011575391397,28.3170040193698
"112_2658562","112","Temperate_Northern_Atlantic",28.5844393598895,-88.1813859639058,28.5844393598895
"112_2658564","112","Temperate_Northern_Atlantic",28.6506035894856,-88.0011388839373,28.6506035894856
"112_2658570","112","Temperate_Northern_Atlantic",28.8474166534565,-87.4596837373704,28.8474166534565
"112_2658575","112","Temperate_Northern_Atlantic",29.0094915654704,-87.0076685339378,29.0094915654704
"112_2658639","112","Temperate_Northern_Atlantic",30.9238598406536,-81.1652671329292,30.9238598406536
"112_2658640","112","Temperate_Northern_Atlantic",30.9513562352927,-81.0732630181811,30.9513562352927
"112_2659233","112","Temperate_Northern_Atlantic",26.4490804449216,-93.3531648599903,26.4490804449216
"112_2659235","112","Temperate_Northern_Atlantic",26.5229383892992,-93.1769235207211,26.5229383892992
"112_2659236","112","Temperate_Northern_Atlantic",26.5597720455842,-93.0887490720704,26.5597720455842
"112_2659239","112","Temperate_Northern_Atlantic",26.6698902846437,-92.8240117011347,26.6698902846437
"112_2659240","112","Temperate_Northern_Atlantic",26.7064683827459,-92.7356948760452,26.7064683827459
"112_2659242","112","Temperate_Northern_Atlantic",26.779431881748,-92.5589552329498,26.779431881748
"112_2659243","112","Temperate_Northern_Atlantic",26.8158170424318,-92.4705326036501,26.8158170424318
"112_2659244","112","Temperate_Northern_Atlantic",26.8521376510945,-92.3820748960779,26.8521376510945
"112_2659245","112","Temperate_Northern_Atlantic",26.8883935886319,-92.293582206224,26.8883935886319
"112_2659246","112","Temperate_Northern_Atlantic",26.9245847363447,-92.2050546307351,26.9245847363447
"112_2659247","112","Temperate_Northern_Atlantic",26.9607109759398,-92.1164922669144,26.9607109759398
"112_2659248","112","Temperate_Northern_Atlantic",26.9967721895324,-92.0278952127214,26.9967721895324
"112_2659250","112","Temperate_Northern_Atlantic",27.0686990692207,-91.8505974283435,27.0686990692207
"112_2659251","112","Temperate_Northern_Atlantic",27.1045645016019,-91.7618968973646,27.1045645016019
"112_2659252","112","Temperate_Northern_Atlantic",27.1403644405552,-91.6731620744262,27.1403644405552
"112_2659253","112","Temperate_Northern_Atlantic",27.176098770261,-91.5843930607766,27.176098770261
"112_2659254","112","Temperate_Northern_Atlantic",27.2117673753183,-91.4955899583227,27.2117673753183
"112_2659255","112","Temperate_Northern_Atlantic",27.2473701407454,-91.4067528696302,27.2473701407454
"112_2659256","112","Temperate_Northern_Atlantic",27.2829069519824,-91.3178818979239,27.2829069519824
"112_2659257","112","Temperate_Northern_Atlantic",27.3183776948923,-91.228977147088,27.3183776948923
